Status 	WindowsMs 		ProgGlob 	ProgLow 	ProgHi  	Sec     	Ms      	MsDiff  	X_Pos_J1	Y_Pos_J2	Z_Pos_J3	C_RotPos_J4	A_TiltPos_J5	LaseOn	PowerFeedback
L		1631612266013	00032323	00007623	00000000	00000043	00000335	00000006	-63.910000	-154.850000	-83.900000	359.999000	0.001000	True	1335,25
L		1631612266013	00032325	00007625	00000000	00000043	00000339	00000004	-63.850000	-154.850000	-83.900000	359.999000	0.001000	True	2009,4
L		1631612266028	00032327	00007627	00000000	00000043	00000343	00000004	-63.791000	-154.850000	-83.900000	359.999000	0.001000	False	84,21
L		1631612266028	00032329	00007629	00000000	00000043	00000347	00000004	-63.732000	-154.850000	-83.900000	359.999000	0.001000	False	2732,37
L		1631612266028	00032331	00007631	00000000	00000043	00000351	00000004	-63.673000	-154.850000	-83.900000	359.999000	0.001000	True	1668,13
L		1631612266028	00032333	00007633	00000000	00000043	00000355	00000004	-63.614000	-154.850000	-83.900000	359.999000	0.001000	True	1256,88
L		1631612266044	00032335	00007635	00000000	00000043	00000359	00000004	-63.555000	-154.850000	-83.900000	359.999000	0.001000	False	716,23
L		1631612266044	00032338	00007638	00000000	00000043	00000365	00000006	-63.466000	-154.850000	-83.900000	359.999000	0.001000	False	875,43
L		1631612266044	00032340	00007640	00000000	00000043	00000369	00000004	-63.406000	-154.850000	-83.900000	359.999000	0.001000	True	461,03
L		1631612266044	00032342	00007642	00000000	00000043	00000373	00000004	-63.346000	-154.850000	-83.900000	359.999000	0.001000	False	1788,8
L		1631612266059	00032344	00007644	00000000	00000043	00000377	00000004	-63.286000	-154.850000	-83.900000	359.999000	0.001000	True	2013,92
L		1631612266059	00032347	00007647	00000000	00000043	00000383	00000006	-63.196000	-154.850000	-83.900000	359.999000	0.001000	False	2200,2
L		1631612266059	00032349	00007649	00000000	00000043	00000387	00000004	-63.135000	-154.850000	-83.900000	359.999000	0.001000	True	1153,8
L		1631612266075	00032351	00007651	00000000	00000043	00000391	00000004	-63.074000	-154.850000	-83.900000	359.999000	0.001000	False	972,35
L		1631612266075	00032353	00007653	00000000	00000043	00000395	00000004	-63.012000	-154.850000	-83.900000	359.999000	0.001000	False	101,84
L		1631612266075	00032355	00007655	00000000	00000043	00000399	00000004	-62.950000	-154.850000	-83.900000	359.999000	0.001000	False	2467,28
L		1631612266075	00032357	00007657	00000000	00000043	00000403	00000004	-62.888000	-154.850000	-83.900000	359.999000	0.001000	True	994,79
L		1631612266091	00032360	00007660	00000000	00000043	00000409	00000006	-62.799000	-154.850000	-83.900000	359.999000	0.001000	False	2784,87
L		1631612266091	00032362	00007662	00000000	00000043	00000413	00000004	-62.740000	-154.850000	-83.900000	359.999000	0.001000	True	1563,05
L		1631612266091	00032364	00007664	00000000	00000043	00000417	00000004	-62.681000	-154.850000	-83.900000	359.999000	0.001000	True	652,49
L		1631612266106	00032366	00007666	00000000	00000043	00000421	00000004	-62.623000	-154.850000	-83.900000	359.999000	0.001000	False	18,7
L		1631612266106	00032368	00007668	00000000	00000043	00000425	00000004	-62.565000	-154.850000	-83.900000	359.999000	0.001000	True	101,09
L		1631612266106	00032370	00007670	00000000	00000043	00000429	00000004	-62.506000	-154.850000	-83.900000	359.999000	0.001000	True	1167,13
L		1631612266106	00032372	00007672	00000000	00000043	00000433	00000004	-62.447000	-154.850000	-83.900000	359.999000	0.001000	True	275,98
L		1631612266122	00032374	00007674	00000000	00000043	00000437	00000004	-62.387000	-154.850000	-83.900000	359.999000	0.001000	False	547,94
L		1631612266122	00032376	00007676	00000000	00000043	00000441	00000004	-62.327000	-154.850000	-83.900000	359.999000	0.001000	False	2111,14
L		1631612266122	00032378	00007678	00000000	00000043	00000445	00000004	-62.267000	-154.850000	-83.900000	359.999000	0.001000	True	1491,43
L		1631612266122	00032380	00007680	00000000	00000043	00000449	00000004	-62.207000	-154.850000	-83.900000	359.999000	0.001000	True	2540,9
L		1631612266138	00032383	00007683	00000000	00000043	00000455	00000006	-62.118000	-154.850000	-83.900000	359.999000	0.001000	False	2767,7
L		1631612266138	00032385	00007685	00000000	00000043	00000459	00000004	-62.063000	-154.850000	-83.900000	359.999000	0.001000	True	2101,32
L		1631612266138	00032388	00007688	00000000	00000043	00000465	00000006	-61.986000	-154.850000	-83.900000	359.999000	0.001000	True	1798,37
L		1631612266153	00032390	00007690	00000000	00000043	00000469	00000004	-61.940000	-154.850000	-83.900000	359.999000	0.001000	True	648,19
L		1631612266153	00032392	00007692	00000000	00000043	00000473	00000004	-61.899000	-154.850000	-83.900000	359.999000	0.001000	True	2418,87
L		1631612266153	00032394	00007694	00000000	00000043	00000477	00000004	-61.864000	-154.850000	-83.900000	359.999000	0.001000	False	1762,55
L		1631612266153	00032396	00007696	00000000	00000043	00000481	00000004	-61.835000	-154.850000	-83.900000	359.999000	0.001000	True	19,18
L		1631612266169	00032398	00007698	00000000	00000043	00000485	00000004	-61.811000	-154.850000	-83.900000	359.999000	0.001000	False	455,52
L		1631612266169	00032400	00007700	00000000	00000043	00000489	00000004	-61.793000	-154.850000	-83.900000	359.999000	0.001000	True	2810,05
L		1631612266169	00032402	00007702	00000000	00000043	00000493	00000004	-61.780000	-154.850000	-83.900000	359.999000	0.001000	False	954,45
L		1631612266169	00032404	00007704	00000000	00000043	00000497	00000004	-61.773000	-154.850000	-83.900000	359.999000	0.001000	True	2329,02
L		1631612266184	00032407	00007707	00000000	00000043	00000503	00000006	-61.771000	-154.850000	-83.900000	359.999000	0.001000	True	2802,46
L		1631612266184	00032409	00007709	00000000	00000043	00000507	00000004	-61.774000	-154.850000	-83.900000	359.999000	0.001000	False	2043,68
L		1631612266184	00032411	00007711	00000000	00000043	00000511	00000004	-61.780000	-154.850000	-83.900000	359.999000	0.001000	True	1829,28
L		1631612266200	00032413	00007713	00000000	00000043	00000515	00000004	-61.788000	-154.850000	-83.900000	359.999000	0.001000	False	1246,98
L		1631612266200	00032416	00007716	00000000	00000043	00000521	00000006	-61.798000	-154.850000	-83.900000	359.999000	0.001000	True	35,97
L		1631612266200	00032418	00007718	00000000	00000043	00000525	00000004	-61.804000	-154.850000	-83.900000	359.999000	0.001000	False	2654,23
L		1631612266200	00032420	00007720	00000000	00000043	00000529	00000004	-61.809000	-154.850000	-83.900000	359.999000	0.001000	True	1678
L		1631612266216	00032422	00007722	00000000	00000043	00000533	00000004	-61.814000	-154.850000	-83.900000	359.999000	0.001000	False	2932,8
L		1631612266216	00032424	00007724	00000000	00000043	00000537	00000004	-61.817000	-154.850000	-83.900000	359.999000	0.001000	False	722,14
L		1631612266216	00032426	00007726	00000000	00000043	00000541	00000004	-61.819000	-154.850000	-83.900000	359.999000	0.001000	False	1090,02
L		1631612266231	00032428	00007728	00000000	00000043	00000545	00000004	-61.820000	-154.850000	-83.900000	359.999000	0.001000	True	1715,16
L		1631612266231	00032430	00007730	00000000	00000043	00000549	00000004	-61.821000	-154.850000	-83.900000	359.999000	0.001000	True	2962,44
L		1631612266231	00032435	00007735	00000000	00000043	00000559	00000010	-61.821000	-154.850000	-83.900000	359.999000	0.001000	True	2411,77
L		1631612266247	00032438	00007738	00000000	00000043	00000565	00000006	-61.821000	-154.850000	-83.900000	359.999000	0.001000	True	2752,97
L		1631612266247	00032440	00007740	00000000	00000043	00000569	00000004	-61.821000	-154.850000	-83.900000	359.999000	0.001000	True	1195,75
L		1631612266247	00032443	00007743	00000000	00000043	00000575	00000006	-61.821000	-154.840000	-83.900000	359.999000	0.001000	False	966,38
L		1631612266263	00032445	00007745	00000000	00000043	00000579	00000004	-61.822000	-154.840000	-83.900000	359.999000	0.001000	False	112,3
L		1631612266263	00032448	00007748	00000000	00000043	00000585	00000006	-61.823000	-154.830000	-83.900000	359.999000	0.001000	True	1773,55
L		1631612266263	00032451	00007751	00000000	00000043	00000591	00000006	-61.824000	-154.810000	-83.900000	359.999000	-0.000200	False	2257,07
L		1631612266278	00032453	00007753	00000000	00000043	00000595	00000004	-61.825000	-154.790000	-83.900000	359.999000	-0.000200	False	2062,06
L		1631612266278	00032455	00007755	00000000	00000043	00000599	00000004	-61.826000	-154.760000	-83.900000	359.999000	-0.000300	True	599,22
L		1631612266278	00032457	00007757	00000000	00000043	00000603	00000004	-61.827000	-154.720000	-83.900000	359.999000	-0.000300	True	229,71
L		1631612266278	00032459	00007759	00000000	00000043	00000607	00000004	-61.827000	-154.680000	-83.900000	359.999000	-0.000200	False	2403,06
L		1631612266294	00032461	00007761	00000000	00000043	00000611	00000004	-61.827000	-154.640000	-83.900000	359.999000	-0.000300	False	1287,92
L		1631612266294	00032463	00007763	00000000	00000043	00000615	00000004	-61.827000	-154.600000	-83.900000	359.999000	-0.000200	False	2030,31
L		1631612266294	00032465	00007765	00000000	00000043	00000619	00000004	-61.827000	-154.560000	-83.900000	359.999000	-0.000200	False	2082,35
L		1631612266294	00032467	00007767	00000000	00000043	00000623	00000004	-61.826000	-154.510000	-83.900000	359.999000	-0.000200	True	2721,87
L		1631612266309	00032470	00007770	00000000	00000043	00000629	00000006	-61.826000	-154.450000	-83.900000	359.999000	-0.000100	True	2887,19
L		1631612266309	00032472	00007772	00000000	00000043	00000633	00000004	-61.826000	-154.410000	-83.900000	359.999000	0.001000	True	2,56
L		1631612266309	00032474	00007774	00000000	00000043	00000637	00000004	-61.827000	-154.380000	-83.900000	359.999000	0.001000	True	2665,82
L		1631612266325	00032476	00007776	00000000	00000043	00000641	00000004	-61.827000	-154.360000	-83.900000	359.999000	0.001000	True	676,56
L		1631612266325	00032478	00007778	00000000	00000043	00000645	00000004	-61.828000	-154.340000	-83.900000	359.999000	0.000140	True	801,91
L		1631612266325	00032480	00007780	00000000	00000043	00000649	00000004	-61.828000	-154.330000	-83.900000	359.999000	0.000120	True	1643,78
L		1631612266325	00032482	00007782	00000000	00000043	00000653	00000004	-61.829000	-154.320000	-83.900000	359.999000	0.000120	True	767,42
L		1631612266341	00032484	00007784	00000000	00000043	00000657	00000004	-61.829000	-154.310000	-83.900000	359.999000	0.000110	False	1749,68
L		1631612266341	00032486	00007786	00000000	00000043	00000661	00000004	-61.830000	-154.310000	-83.900000	359.999000	0.000100	True	630,86
L		1631612266341	00032488	00007788	00000000	00000043	00000665	00000004	-61.830000	-154.310000	-83.900000	359.999000	0.001000	True	601,5
L		1631612266341	00032490	00007790	00000000	00000043	00000669	00000004	-61.831000	-154.310000	-83.900000	359.999000	0.001000	True	1191,86
L		1631612266356	00032492	00007792	00000000	00000043	00000673	00000004	-61.831000	-154.310000	-83.900000	359.999000	0.001000	True	1207,94
L		1631612266356	00032494	00007794	00000000	00000043	00000677	00000004	-61.832000	-154.320000	-83.900000	359.999000	0.001000	True	2351,81
L		1631612266356	00032496	00007796	00000000	00000043	00000681	00000004	-61.832000	-154.320000	-83.900000	359.999000	0.001000	False	2830,29
L		1631612266356	00032498	00007798	00000000	00000043	00000685	00000004	-61.832000	-154.320000	-83.900000	359.999000	0.001000	False	1653,92
L		1631612266372	00032500	00007800	00000000	00000043	00000689	00000004	-61.832000	-154.320000	-83.900000	359.999000	0.001000	True	140,78
L		1631612266372	00032502	00007802	00000000	00000043	00000693	00000004	-61.832000	-154.320000	-83.900000	359.999000	0.001000	False	2543,31
L		1631612266372	00032504	00007804	00000000	00000043	00000697	00000004	-61.832000	-154.320000	-83.900000	359.999000	0.001000	False	1814,34
L		1631612266372	00032506	00007806	00000000	00000043	00000701	00000004	-61.832000	-154.320000	-83.900000	359.999000	0.001000	False	2669,95
L		1631612266387	00032508	00007808	00000000	00000043	00000705	00000004	-61.832000	-154.320000	-83.900000	359.999000	0.001000	True	591,15
L		1631612266387	00032510	00007810	00000000	00000043	00000709	00000004	-61.832000	-154.320000	-83.900000	359.999000	0.001000	True	78,29
L		1631612266387	00032513	00007813	00000000	00000043	00000715	00000006	-61.832000	-154.310000	-83.900000	359.999000	0.001000	False	155,48
L		1631612266403	00032515	00007815	00000000	00000043	00000719	00000004	-61.833000	-154.310000	-83.900000	359.999000	0.001000	False	1044,81
L		1631612266403	00032517	00007817	00000000	00000043	00000723	00000004	-61.834000	-154.310000	-83.900000	359.999000	0.001000	True	1908,22
L		1631612266403	00032519	00007819	00000000	00000043	00000727	00000004	-61.835000	-154.310000	-83.900000	359.999000	0.001000	True	1718,8
L		1631612266419	00032522	00007822	00000000	00000043	00000733	00000006	-61.838000	-154.310000	-83.900000	359.999000	0.001000	True	2827,44
L		1631612266419	00032525	00007825	00000000	00000043	00000739	00000006	-61.844000	-154.310000	-83.900000	359.999000	0.001000	True	1225,59
L		1631612266419	00032528	00007828	00000000	00000043	00000745	00000006	-61.855000	-154.310000	-83.900000	359.999000	0.001000	False	2882,27
L		1631612266434	00032530	00007830	00000000	00000043	00000749	00000004	-61.868000	-154.310000	-83.900000	359.999000	0.001000	True	693,06
L		1631612266434	00032532	00007832	00000000	00000043	00000753	00000004	-61.885000	-154.320000	-83.900000	359.999000	0.001000	False	1473,19
L		1631612266434	00032534	00007834	00000000	00000043	00000757	00000004	-61.907000	-154.320000	-83.900000	359.999000	0.001000	False	1416,96
L		1631612266434	00032536	00007836	00000000	00000043	00000761	00000004	-61.934000	-154.320000	-83.900000	359.999000	0.001000	True	2445,02
L		1631612266450	00032538	00007838	00000000	00000043	00000765	00000004	-61.967000	-154.320000	-83.900000	359.999000	0.001000	False	1208,25
L		1631612266450	00032540	00007840	00000000	00000043	00000769	00000004	-62.006000	-154.320000	-83.900000	359.999000	0.001000	False	1381,92
L		1631612266450	00032542	00007842	00000000	00000043	00000773	00000004	-62.052000	-154.320000	-83.900000	359.999000	0.001000	True	1698,31
