
 BAUD_RATE[bps]: 921600
 DEBUG_LOGORRHOIC: False

Read:.	1631612262589	1605.7	
Read:.	1631612262589	1597.1	
Read:.	1631612262589	1615.7	
Read:.	1631612262589	1625	
Read:.	1631612262589	1618	
Read:.	1631612262589	1630.1	
Read:.	1631612262605	1629.1	
Read:.	1631612262605	1617.1	
Read:C	1631612262605	1559.8	
Read:.	1631612262605	1617	
Read:.	1631612262605	1665.1	
Read:.	1631612262605	1609.5	
Read:.	1631612262605	1632.1	
Read:.	1631612262621	1653.6	
Read:.	1631612262621	1603.3	
Read:.	1631612262621	1566.8	
Read:.	1631612262621	1569.6	
Read:.	1631612262621	1570.3	
Read:.	1631612262621	1546.4	
Read:.	1631612262621	1583.5	
Read:.	1631612262621	1516.4	
Read:.	1631612262636	1553.8	
Read:.	1631612262636	1598	
Read:.	1631612262636	1494.1	
Read:.	1631612262636	1474.3	
Read:.	1631612262636	1450.2	
Read:.	1631612262636	1425.3	
Read:.	1631612262636	1436.2	
Read:.	1631612262636	1414.3	
Read:.	1631612262652	1391.9	
Read:.	1631612262652	1421.8	
Read:.	1631612262652	1385.7	
Read:.	1631612262652	1365	
Read:.	1631612262652	1385.5	
Read:.	1631612262652	1368.4	
Read:.	1631612262652	1356.4	
Read:.	1631612262667	1352.4	
Read:C	1631612262667	1332.6	
Read:.	1631612262667	1303.1	
Read:.	1631612262667	1295.8	
Read:.	1631612262667	1341.5	
Read:.	1631612262667	1340	
Read:.	1631612262667	1325.9	
Read:.	1631612262667	1371.3	
Read:.	1631612262683	1391.3	
Read:.	1631612262683	1382.9	
Read:.	1631612262683	1366.3	
Read:.	1631612262683	1381	
Read:.	1631612262683	1392.1	
Read:.	1631612262683	1364.8	
Read:C	1631612262683	1365.6	
Read:.	1631612262699	1367.3	
Read:.	1631612262699	1381	
Read:.	1631612262699	1340.7	
Read:.	1631612262699	1325.2	
Read:.	1631612262699	1336.4	
Read:.	1631612262699	1354.6	
Read:.	1631612262699	1359.4	
Read:.	1631612262699	1376.7	
Read:.	1631612262714	1362.9	
Read:.	1631612262714	1362.5	
Read:.	1631612262714	1332.9	
Read:.	1631612262714	1354.7	
Read:.	1631612262714	1378.2	
Read:.	1631612262714	1380.2	
Read:.	1631612262714	1366.8	
Read:.	1631612262730	1387.5	
Read:.	1631612262730	1360.9	
Read:.	1631612262730	1345.8	
Read:.	1631612262730	1354.2	
Read:.	1631612262730	1331.8	
Read:.	1631612262730	1371.5	
Read:.	1631612262730	1373.1	
Read:.	1631612262730	1374.3	
Read:.	1631612262745	1373.1	
Read:.	1631612262745	1384.2	
Read:.	1631612262745	1397.4	
Read:.	1631612262745	1379.7	
Read:.	1631612262745	1402.6	
Read:.	1631612262745	1390.8	
Read:.	1631612262745	1381.2	
Read:.	1631612262761	1376.4	
Read:.	1631612262761	1382.9	
Read:.	1631612262761	1359.3	
Read:.	1631612262761	1395.1	
Read:.	1631612262761	1375.8	
Read:.	1631612262761	1416.1	
Read:.	1631612262761	1402.6	
Read:.	1631612262761	1416.8	
Read:.	1631612262777	1386.2	
Read:.	1631612262777	1386.7	
Read:.	1631612262777	1383.1	
Read:C	1631612262777	1423.8	
Read:.	1631612262777	1415	
Read:.	1631612262777	1422.3	
Read:.	1631612262777	1385.7	
Read:.	1631612262792	1420.5	
Read:.	1631612262792	1406.1	
Read:.	1631612262792	1399.4	
Read:.	1631612262792	1385	
Read:.	1631612262792	1357.5	
Read:.	1631612262792	1362.8	
Read:.	1631612262792	1367.2	
Read:.	1631612262792	1372.5	
Read:.	1631612262808	1344.8	
Read:.	1631612262808	1396.1	
Read:.	1631612262808	1376.5	
Read:.	1631612262808	1394.3	
Read:.	1631612262808	1410	
Read:.	1631612262808	1413.3	
Read:.	1631612262808	1375.2	
Read:.	1631612262808	1380.2	
Read:.	1631612262824	1387.9	
Read:.	1631612262824	1404.5	
Read:.	1631612262824	1418	
Read:.	1631612262824	1405	
Read:.	1631612262824	1379.5	
Read:.	1631612262824	1347.7	
Read:C	1631612262824	1373	
Read:.	1631612262839	1376	
Read:.	1631612262839	1378	
Read:.	1631612262839	1373.5	
Read:.	1631612262839	1362.5	
Read:.	1631612262839	1358.2	
Read:.	1631612262839	1360.6	
Read:.	1631612262839	1425.9	
Read:.	1631612262839	1421.5	
Read:.	1631612262855	1399.8	
Read:.	1631612262855	1379.3	
Read:.	1631612262855	1378.1	
Read:.	1631612262855	1358.8	
Read:.	1631612262855	1328.3	
Read:.	1631612262855	1379.8	
Read:C	1631612262855	1409.4	
Read:.	1631612262870	1363.6	
Read:.	1631612262870	1410.7	
Read:.	1631612262870	1426.6	
Read:.	1631612262870	1402.4	
Read:.	1631612262870	1403.6	
Read:.	1631612262870	1432.3	
Read:.	1631612262870	1431.4	
Read:.	1631612262870	1412.5	
Read:.	1631612262886	1432.8	
Read:.	1631612262886	1447.9	
Read:.	1631612262886	1432	
Read:.	1631612262886	1448.5	
Read:.	1631612262886	1379.8	
Read:.	1631612262886	1397.4	
Read:.	1631612262886	1394.2	
Read:.	1631612262902	1368	
Read:.	1631612262902	1406.8	
Read:.	1631612262902	1412.7	
Read:.	1631612262902	1392.5	
Read:.	1631612262902	1395.6	
Read:.	1631612262902	1397.2	
Read:.	1631612262902	1372.6	
Read:.	1631612262902	1380.2	
Read:.	1631612262917	1381.6	
Read:.	1631612262917	1378	
Read:.	1631612262917	1412.4	
Read:.	1631612262917	1448.8	
Read:C	1631612262917	1422.3	
Read:.	1631612262917	1383.3	
Read:C	1631612262917	1395	
Read:.	1631612262933	1400.9	
Read:.	1631612262933	1385.4	
Read:.	1631612262933	1400.7	
Read:.	1631612262933	1403.9	
Read:.	1631612262933	1410.7	
Read:.	1631612262933	1387.6	
Read:.	1631612262933	1392.6	
Read:.	1631612262933	1399.9	
Read:.	1631612262949	1363.3	
Read:.	1631612262949	1359.3	
Read:.	1631612262949	1343.6	
Read:.	1631612262949	1389.7	
Read:.	1631612262949	1405.4	
Read:.	1631612262949	1424.3	
Read:.	1631612262949	1432	
Read:.	1631612262964	1389.2	
Read:.	1631612262964	1398.7	
Read:.	1631612262964	1390.7	
Read:.	1631612262964	1379.6	
Read:.	1631612262964	1383.8	
Read:.	1631612262964	1389.4	
Read:.	1631612262964	1382.9	
Read:.	1631612262964	1378	
Read:.	1631612262980	1376	
Read:.	1631612262980	1387.3	
Read:.	1631612262980	1383.9	
Read:C	1631612262980	1401.2	
Read:.	1631612262980	1425	
Read:.	1631612262980	1392.7	
Read:.	1631612262980	1383.1	
Read:.	1631612262980	1399.5	
Read:.	1631612262995	1400.7	
Read:.	1631612262995	1392.1	
Read:.	1631612262995	1401.6	
Read:.	1631612262995	1414.6	
Read:.	1631612262995	1409.4	
Read:.	1631612262995	1427.7	
Read:.	1631612262995	1402.6	
Read:.	1631612263011	1410.1	
Read:.	1631612263011	1423	
Read:.	1631612263011	1435.4	
Read:.	1631612263011	1435	
Read:.	1631612263011	1439.1	
Read:.	1631612263011	1440.6	
Read:.	1631612263011	1430.7	
Read:.	1631612263011	1433.5	
Read:.	1631612263027	1421.1	
Read:.	1631612263027	1444.1	
Read:.	1631612263027	1417.8	
Read:.	1631612263027	1424.4	
Read:.	1631612263027	1399.1	
Read:.	1631612263027	1416.8	
Read:.	1631612263027	1436.5	
Read:C	1631612263042	1492.8	
Read:.	1631612263042	1432.3	
Read:.	1631612263042	1428.3	
Read:.	1631612263042	1429.4	
Read:.	1631612263042	1421.9	
Read:.	1631612263042	1399.6	
Read:.	1631612263042	1394.3	
Read:.	1631612263058	1419.9	
Read:.	1631612263058	1397.6	
Read:.	1631612263058	1386.1	
Read:.	1631612263058	1426.2	
Read:.	1631612263058	1396.1	
Read:.	1631612263058	1398.5	
Read:.	1631612263058	1392.1	
Read:.	1631612263058	1437.9	
Read:.	1631612263074	1425	
Read:.	1631612263074	1431.1	
Read:.	1631612263074	1433.9	
Read:.	1631612263074	1413.6	
Read:.	1631612263074	1447.4	
Read:.	1631612263074	1437.3	
Read:.	1631612263074	1428.4	
Read:.	1631612263089	1446	
Read:.	1631612263089	1411.6	
Read:.	1631612263089	1431.3	
Read:.	1631612263089	1440.6	
Read:C	1631612263089	1430.9	
Read:.	1631612263089	1436.8	
Read:.	1631612263089	1407.1	
Read:.	1631612263089	1400	
Read:.	1631612263105	1438	
Read:.	1631612263105	1424.3	
Read:.	1631612263105	1438.6	
Read:.	1631612263105	1405.2	
Read:.	1631612263105	1414	
Read:.	1631612263105	1404.8	
Read:.	1631612263105	1421.6	
Read:.	1631612263105	1416.9	
Read:.	1631612263120	1464.4	
Read:C	1631612263120	1410.1	
Read:.	1631612263120	1422.8	
Read:.	1631612263120	1424.7	
Read:.	1631612263120	1426	
Read:.	1631612263120	1436.8	
Read:.	1631612263120	1428.6	
Read:.	1631612263136	1431.1	
Read:.	1631612263136	1443.2	
Read:.	1631612263136	1430.7	
Read:.	1631612263136	1398	
Read:.	1631612263136	1407.6	
Read:.	1631612263136	1418.2	
Read:.	1631612263136	1421.6	
Read:.	1631612263136	1423	
Read:.	1631612263152	1412.1	
Read:.	1631612263152	1431.3	
Read:.	1631612263152	1434.2	
Read:.	1631612263152	1407	
Read:.	1631612263152	1414.9	
Read:.	1631612263152	1432.7	
Read:.	1631612263152	1380	
Read:.	1631612263167	1390.2	
Read:.	1631612263167	1457.6	
Read:.	1631612263167	1417.7	
Read:.	1631612263167	1387.8	
Read:.	1631612263167	1416.4	
Read:.	1631612263167	1374.3	
Read:.	1631612263167	1398.8	
Read:.	1631612263167	1385.9	
Read:.	1631612263183	1411.3	
Read:.	1631612263183	1390	
Read:C	1631612263183	1394.5	
Read:.	1631612263183	1399.9	
Read:.	1631612263183	1410.7	
Read:.	1631612263183	1427.7	
Read:.	1631612263183	1402.6	
Read:.	1631612263198	1421.1	
Read:.	1631612263198	1419.7	
Read:.	1631612263198	1406.8	
Read:.	1631612263198	1390	
Read:.	1631612263198	1424.6	
Read:.	1631612263198	1418.9	
Read:.	1631612263198	1409.7	
Read:.	1631612263198	1435.4	
Read:.	1631612263214	1409.4	
Read:.	1631612263214	1382.9	
Read:.	1631612263214	1363.3	
